idinmueble,cct1,cct2,cct3,cct4,inmueble,principal,alcaldia,coord_x,coord_y,CVEGEO_AGEB,CVE_MUN,CVE_AGEB,matricula_911,fuente_matricula_base,mat_2024_2025,mat_2025_2026,mat_2026_2027,mat_2027_2028,mat_2028_2029,mat_2029_2030,mat_2030_2031,mat_2031_2032,mat_2032_2033,mat_2033_2034,mat_2034_2035,mat_2035_2036,observaciones
800049,09DPR1810U,,,,MANUEL DOBLADO,Primaria,Álvaro Obregón,-99.210301,19.399345,0901000010031,010,0031,173,Estadística 911,173,169,165,161,157,154,150,146,143,139,136,133,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800050,09DJN0535I,09DJN0141X,,,MARGARITA ESTEVANE SALAS,Preescolar,Álvaro Obregón,-99.260752,19.324495,090100001167A,010,167A,352,Estadística 911,352,339,327,316,304,293,283,273,263,254,245,236,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800051,09DPR1812S,09DPR1815P,,,MARIA CARRARO VDA. DE AMBROSSI,Primaria,Álvaro Obregón,-99.228766,19.384068,0901000010351,010,0351,547,Estadística 911,547,534,522,509,497,485,474,463,452,441,431,421,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800052,09DPR1924W,,,,MELCHOR MUZQUIZ,Primaria,Álvaro Obregón,-99.191465,19.34274,0901000011203,010,1203,347,Estadística 911,347,339,331,323,316,308,301,294,287,280,273,267,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800053,09DJN0506N,,,,MONACO,Preescolar,Álvaro Obregón,-99.25313,19.359182,0901000012324,010,2324,128,Estadística 911,128,123,119,115,111,107,103,99,96,92,89,86,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800054,09DPR1756Q,09DPR1755R,,,MTRO. CAYETANO RODRIGUEZ BELTRAN,Primaria,Álvaro Obregón,-99.208032,19.388331,0901000010262,010,0262,285,Estadística 911,285,278,272,266,260,253,247,242,236,231,225,219,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800055,09DJN0236K,,,,PAULO FREIRE,Preescolar,Álvaro Obregón,-99.23357,19.370249,090100001053A,010,053A,135,Estadística 911,135,130,126,121,117,113,109,105,101,97,94,91,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800056,09DPR1797Q,,,,PEDRO AGUIRRE DE LA BARRERA,Primaria,Álvaro Obregón,-99.218117,19.394533,0901000012076,010,2076,105,Estadística 911,105,103,100,98,95,93,91,89,86,85,83,80,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800057,09DPR2299Z,,,,PROFR ADOLFO VELASQUEZ VILCHES,Primaria,Álvaro Obregón,-99.208378,19.391612,0901000011792,010,1792,18,Estadística 911,18,18,17,17,16,16,16,15,15,14,14,14,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800058,09DPR2217Z,,,,PROFR. JORGE CASAHONDA CASTILLO,Primaria,Álvaro Obregón,-99.189601,19.346072,0901000011203,010,1203,317,Estadística 911,317,309,302,295,288,281,274,268,262,256,249,243,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800059,09DPR1922Y,09DPR1563B,,,PROFR. ONOFRE MELENDEZ B.,Primaria,Álvaro Obregón,-99.269724,19.328724,0901000011345,010,1345,381,Estadística 911,381,372,363,355,347,339,330,323,315,307,300,293,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800060,09DES0039T,09DES4039U,,,RAMÓN DOMÍNGUEZ RAMÓN,Secundaria,Álvaro Obregón,-99.198948,19.36528,0901000010690,010,0690,471,Estadística 911,471,461,453,444,435,427,419,411,404,395,388,381,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800061,09DPR2236O,09DPR2719T,,,REPÚBLICA DE CAMERUN,Primaria,Álvaro Obregón,-99.222244,19.377897,0901000011966,010,1966,761,Estadística 911,761,743,725,708,692,675,660,644,629,614,599,586,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800062,09DJN0319T,09DJN0458U,,,REPÚBLICA DE KENIA,Preescolar,Álvaro Obregón,-99.272144,19.329449,0901000011345,010,1345,339,Estadística 911,339,327,315,304,293,283,272,263,254,245,235,228,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800063,09DES0077W,,,,REPÚBLICA DE PANAMÁ,Secundaria,Álvaro Obregón,-99.241882,19.383401,0901000010296,010,0296,578,Estadística 911,578,567,556,545,535,525,514,505,495,485,476,467,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800064,09DPR1504M,09DPR1527X,,,REPÚBLICA DEL CONGO,Primaria,Álvaro Obregón,-99.219663,19.371242,0901000010563,010,0563,255,Estadística 911,255,249,243,237,232,227,221,216,211,206,201,196,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800065,09DPR2811Z,,,,REPÚBLICA FRANCESA,Primaria,Álvaro Obregón,-99.193402,19.355206,0901000011044,010,1044,268,Estadística 911,268,261,255,249,243,237,232,226,221,216,211,206,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800066,09DPR1908E,,,,RICARDO GÓMEZ,Primaria,Álvaro Obregón,-99.200404,19.34107,0901000011190,010,1190,277,Estadística 911,277,270,264,258,252,246,240,235,229,223,218,213,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800067,09DJN0819O,,,,RICARDO ZAMORA BUITRON,Preescolar,Álvaro Obregón,-99.221706,19.377749,0901000011966,010,1966,141,Estadística 911,141,136,131,126,122,118,113,109,105,102,98,94,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800068,09DJN0840R,09DJN1409S,,,ROSAURA ZAPATA,Preescolar,Álvaro Obregón,-99.231741,19.384176,0901000012061,010,2061,162,Estadística 911,162,156,151,145,140,135,130,126,121,117,113,108,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800069,09DPR4513O,09DPR4512P,,,SALVADOR NAVA MARTÍNEZ,Primaria,Álvaro Obregón,-99.240686,19.370815,0901000012343,010,2343,800,Estadística 911,800,781,763,745,728,711,693,677,661,646,631,616,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800070,09DJN0694X,,,,SEGURO SOCIAL A,Preescolar,Álvaro Obregón,-99.204329,19.389548,0901000010192,010,0192,146,Estadística 911,146,140,136,131,126,122,117,113,109,105,102,98,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800071,09DJN0693Y,09DJN0093D,,,SEGURO SOCIAL B,Preescolar,Álvaro Obregón,-99.202908,19.388497,0901000010239,010,0239,127,Estadística 911,127,122,118,114,110,106,103,99,95,92,88,85,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800072,09DTV0040O,,,,TELESECUNDARIA 40,Secundaria,Álvaro Obregón,-99.196134,19.366377,0901000010826,010,0826,109,Estadística 911,109,107,105,103,101,99,97,95,93,91,90,88,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800073,09DES0202D,09DES4202E,,,TEMACHTIANI,Secundaria,Álvaro Obregón,-99.202283,19.385983,0901000010417,010,0417,845,Estadística 911,845,829,813,797,783,768,753,738,724,711,696,683,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800074,09DJN0516U,09DJN0533K,,,TETELPAN,Preescolar,Álvaro Obregón,-99.226212,19.342495,0901000011843,010,1843,145,Estadística 911,145,140,135,130,125,121,117,113,109,105,101,97,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800075,09DJN1054I,09DJN1148X,,,TLAZOTLI,Preescolar,Álvaro Obregón,-99.219759,19.371007,0901000010578,010,0578,132,Estadística 911,132,127,123,118,114,110,106,102,99,95,92,89,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800076,09DJN0566B,09DJN1030Z,,,TOPILTZIN,Preescolar,Álvaro Obregón,-99.236277,19.337249,0901000011858,010,1858,126,Estadística 911,126,122,117,113,109,105,101,98,95,91,88,85,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800077,09DJN0674J,,,,TOTOMCALLI,Preescolar,Álvaro Obregón,-99.194832,19.369366,0901000010811,010,0811,157,Estadística 911,157,151,146,141,136,131,126,122,117,113,109,105,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800078,09DJN0354Z,,,,VASCO DE QUIROGA,Preescolar,Álvaro Obregón,-99.240516,19.382955,0901000010296,010,0296,178,Estadística 911,178,172,165,160,154,148,143,138,133,129,124,119,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800079,09DPR1785L,09DPR1576F,09DBA0020Z,09DBS0037Y,VASCO DE QUIROGA,Primaria,Álvaro Obregón,-99.239442,19.382857,0901000010296,010,0296,642,Estadística 911,642,627,612,598,584,570,557,544,531,518,506,494,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800080,09DPR1783N,09DPR2303W,,,VENUSTIANO CARRANZA,Primaria,Álvaro Obregón,-99.231737,19.384174,0901000012061,010,2061,427,Estadística 911,427,417,407,397,388,379,370,361,352,344,336,329,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800081,09DJN0136L,09DJN0975F,,,VIRGINIA MONASTERIO,Preescolar,Álvaro Obregón,-99.213918,19.374062,0901000012165,010,2165,203,Estadística 911,203,196,189,182,176,169,163,158,152,146,141,136,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800082,09DJN0616T,09DJN0836E,,,XOCHIAC,Preescolar,Álvaro Obregón,-99.285204,19.325088,090100001135A,010,135A,313,Estadística 911,313,302,291,281,271,261,252,243,234,226,218,210,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800083,09DJN1278Q,09DJN1297E,,,YOLOPATLI,Preescolar,Álvaro Obregón,-99.24083,19.37059,0901000012343,010,2343,237,Estadística 911,237,228,220,213,205,197,190,184,177,171,165,159,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800084,09DPR2222L,09DPR2687R,,,ZAMBIA,Primaria,Álvaro Obregón,-99.227812,19.33518,0901000011858,010,1858,299,Estadística 911,299,292,285,278,272,265,259,254,248,242,236,230,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800085,09DPR2221M,,,,ZIMBABWE,Primaria,Álvaro Obregón,-99.194525,19.370394,0901000010811,010,0811,460,Estadística 911,460,450,438,429,418,409,399,389,380,371,362,354,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800088,09DJN1434R,,,,PUENTE DE IXTLA,Preescolar,Álvaro Obregón,-99.230639,19.347227,0901000011078,010,1078,72,Estadística 911,72,69,67,64,62,60,58,56,54,52,50,48,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800089,09DES0170B,09DES4170C,09DSN0059O,,HEBERTO CASTILLO,Secundaria,Álvaro Obregón,-99.204901,19.370532,0901000012131,010,2131,1092,Estadística 911,1092,1071,1050,1030,1011,992,972,954,936,918,900,883,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800090,09DPR1875D,,,,27 DE SEPTIEMBRE,Primaria,Álvaro Obregón,-99.206033,19.371987,0901000012131,010,2131,278,Estadística 911,278,271,265,259,253,247,241,236,230,224,219,214,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800091,09DJN0875G,,,,ACAXOCHITL,Preescolar,Álvaro Obregón,-99.224628,19.37556,0901000011947,010,1947,137,Estadística 911,137,132,127,123,118,114,110,106,102,99,96,92,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800092,09DES0111M,09DES4111N,,,ALEJANDRO VON HUMBOLDT,Secundaria,Álvaro Obregón,-99.217784,19.369751,0901000010559,010,0559,1285,Estadística 911,1285,1261,1237,1213,1189,1167,1145,1122,1101,1080,1059,1039,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800093,09DJN0493Z,,,,ALFONSO QUIROZ,Preescolar,Álvaro Obregón,-99.20131,19.386055,0901000010417,010,0417,191,Estadística 911,191,184,177,171,165,159,153,148,143,138,133,128,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800094,09DJN0735G,,,,ALFREDO B. NOBEL,Preescolar,Álvaro Obregón,-99.209523,19.397966,0901000010031,010,0031,60,Estadística 911,60,58,56,54,52,50,49,47,45,43,42,41,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800095,09DPR2213D,,,,AMISTAD MUNDIAL,Primaria,Álvaro Obregón,-99.194946,19.371942,0901000010633,010,0633,268,Estadística 911,268,261,255,249,243,237,232,226,221,216,211,206,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800096,09DJN0994U,,,,ANDRES QUINTANA ROO,Preescolar,Álvaro Obregón,-99.229942,19.370014,0901000010544,010,0544,143,Estadística 911,143,138,133,128,124,120,115,111,107,103,100,96,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800097,09DPR1784M,09DPR1788I,,,CARLOS A. PEREYRA,Primaria,Álvaro Obregón,-99.229864,19.378895,0901000011487,010,1487,589,Estadística 911,589,576,561,549,535,523,511,499,487,476,464,453,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800098,09DPR4009G,,,,CARLOS ALVARADO LANG,Primaria,Álvaro Obregón,-99.207772,19.382238,0901000012112,010,2112,518,Estadística 911,518,506,494,482,471,460,449,439,428,418,408,399,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800099,09DJN0683R,,,,CARLOS PERRAULT,Preescolar,Álvaro Obregón,-99.209478,19.34303,0901000011171,010,1171,83,Estadística 911,83,80,77,75,72,69,67,65,62,60,58,56,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800100,09DES0169M,,,,CARMEN SERDÁN,Secundaria,Álvaro Obregón,-99.246144,19.359747,0901000012220,010,2220,561,Estadística 911,561,551,540,529,520,509,500,490,481,472,462,453,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
800101,09DPR1903J,09DPR5135K,,,CENOBIA GARCÍA NAVA,Primaria,Álvaro Obregón,-99.281665,19.328506,090100001135A,010,135A,983,Estadística 911,983,960,937,915,894,873,852,832,812,793,774,756,Las proyecciones futuras fueron reescaladas tomando la matrícula 911 como base oficial y conservando la trayectoria relativa del modelo original.
